case_id,case_date,process_step,step_number,department,employee_id,priority,complexity,case_value,wait_time_min,cycle_time_min,total_time_min,start_time,end_time,error_count,rework_count,month,day_of_week
CASE-0357,2025-04-27,Finishing & Packaging,6,Finishing,MFG_F01,Standard,4,2376.34,32.3,26.0,58.3,2025-04-27 14:57,2025-04-27 15:23,0,0,4,Sunday
CASE-0357,2025-04-27,Final Inspection,7,Quality,MFG_Q02,Standard,4,2376.34,19.0,17.2,36.2,2025-04-27 15:42,2025-04-27 15:59,0,0,4,Sunday
CASE-0357,2025-04-27,Warehouse Storage,8,Warehouse,MFG_W02,Standard,4,2376.34,6.1,38.6,44.7,2025-04-27 16:05,2025-04-27 16:44,0,0,4,Sunday
CASE-0358,2025-04-18,Material Receiving,1,Receiving,MFG_R02,Express,4,1334.26,0.0,49.8,49.8,2025-04-18 15:13,2025-04-18 16:02,0,0,4,Friday
CASE-0358,2025-04-18,Material Inspection,2,Quality,MFG_Q01,Express,4,1334.26,3.5,27.6,31.1,2025-04-18 16:06,2025-04-18 16:33,0,0,4,Friday
CASE-0358,2025-04-18,Pre-Processing,3,Production,MFG_P04,Express,4,1334.26,14.8,35.8,50.6,2025-04-18 16:48,2025-04-18 17:24,0,0,4,Friday
CASE-0358,2025-04-18,Assembly,4,Production,MFG_P02,Express,4,1334.26,0.0,98.4,98.4,2025-04-18 17:24,2025-04-18 19:02,0,0,4,Friday
CASE-0358,2025-04-18,Quality Control,5,Quality,MFG_Q03,Express,4,1334.26,5.6,29.7,35.3,2025-04-18 19:08,2025-04-18 19:38,0,0,4,Friday
CASE-0358,2025-04-18,Finishing & Packaging,6,Finishing,MFG_F03,Express,4,1334.26,29.8,43.2,73.0,2025-04-18 20:08,2025-04-18 20:51,0,0,4,Friday
CASE-0358,2025-04-18,Final Inspection,7,Quality,MFG_Q01,Express,4,1334.26,20.4,12.6,33.0,2025-04-18 21:11,2025-04-18 21:24,0,0,4,Friday
CASE-0358,2025-04-18,Warehouse Storage,8,Warehouse,MFG_W01,Express,4,1334.26,4.0,15.1,19.1,2025-04-18 21:28,2025-04-18 21:43,0,0,4,Friday
CASE-0359,2025-03-24,Material Receiving,1,Receiving,MFG_R01,Rush,4,3727.04,0.0,24.9,24.9,2025-03-24 17:52,2025-03-24 18:16,0,0,3,Monday
CASE-0359,2025-03-24,Material Inspection,2,Quality,MFG_Q02,Rush,4,3727.04,12.5,15.1,27.6,2025-03-24 18:29,2025-03-24 18:44,0,0,3,Monday
CASE-0359,2025-03-24,Pre-Processing,3,Production,MFG_P06,Rush,4,3727.04,21.9,33.5,55.4,2025-03-24 19:06,2025-03-24 19:39,0,0,3,Monday
CASE-0359,2025-03-24,Assembly,4,Production,MFG_P01,Rush,4,3727.04,0.0,74.1,74.1,2025-03-24 19:39,2025-03-24 20:54,0,0,3,Monday
CASE-0359,2025-03-24,Quality Control,5,Quality,MFG_Q01,Rush,4,3727.04,0.0,25.4,25.4,2025-03-24 20:54,2025-03-24 21:19,0,0,3,Monday
CASE-0359,2025-03-24,Finishing & Packaging,6,Finishing,MFG_F03,Rush,4,3727.04,3.9,32.5,36.4,2025-03-24 21:23,2025-03-24 21:55,0,0,3,Monday
CASE-0359,2025-03-24,Final Inspection,7,Quality,MFG_Q01,Rush,4,3727.04,14.4,8.4,22.8,2025-03-24 22:10,2025-03-24 22:18,0,0,3,Monday
CASE-0359,2025-03-24,Warehouse Storage,8,Warehouse,MFG_W01,Rush,4,3727.04,13.1,14.0,27.1,2025-03-24 22:31,2025-03-24 22:45,0,0,3,Monday
CASE-0360,2025-06-03,Material Receiving,1,Receiving,MFG_R01,Standard,5,4764.27,0.0,22.6,22.6,2025-06-03 13:13,2025-06-03 13:35,0,0,6,Tuesday
CASE-0360,2025-06-03,Material Inspection,2,Quality,MFG_Q02,Standard,5,4764.27,9.7,20.3,30.0,2025-06-03 13:45,2025-06-03 14:05,0,0,6,Tuesday
CASE-0360,2025-06-03,Pre-Processing,3,Production,MFG_P01,Standard,5,4764.27,31.4,17.6,49.0,2025-06-03 14:37,2025-06-03 14:54,0,0,6,Tuesday
CASE-0360,2025-06-03,Assembly,4,Production,MFG_P04,Standard,5,4764.27,32.0,111.9,143.9,2025-06-03 15:26,2025-06-03 17:18,0,0,6,Tuesday
CASE-0360,2025-06-03,Quality Control,5,Quality,MFG_Q03,Standard,5,4764.27,20.3,39.0,59.3,2025-06-03 17:38,2025-06-03 18:17,0,0,6,Tuesday
CASE-0360,2025-06-03,Finishing & Packaging,6,Finishing,MFG_F02,Standard,5,4764.27,12.9,34.0,46.9,2025-06-03 18:30,2025-06-03 19:04,0,0,6,Tuesday
CASE-0360,2025-06-03,Final Inspection,7,Quality,MFG_Q02,Standard,5,4764.27,12.0,16.0,28.0,2025-06-03 19:16,2025-06-03 19:32,0,0,6,Tuesday
CASE-0360,2025-06-03,Warehouse Storage,8,Warehouse,MFG_W01,Standard,5,4764.27,7.0,24.8,31.8,2025-06-03 19:39,2025-06-03 20:04,0,0,6,Tuesday
CASE-0361,2025-05-19,Material Receiving,1,Receiving,MFG_R03,Standard,5,3315.05,0.0,48.8,48.8,2025-05-19 13:24,2025-05-19 14:12,0,0,5,Monday
CASE-0361,2025-05-19,Material Inspection,2,Quality,MFG_Q01,Standard,5,3315.05,19.8,16.5,36.3,2025-05-19 14:32,2025-05-19 14:49,0,0,5,Monday
CASE-0361,2025-05-19,Pre-Processing,3,Production,MFG_P01,Standard,5,3315.05,29.1,74.4,103.5,2025-05-19 15:18,2025-05-19 16:32,0,0,5,Monday
CASE-0361,2025-05-19,Assembly,4,Production,MFG_P04,Standard,5,3315.05,57.3,82.5,139.8,2025-05-19 17:29,2025-05-19 18:52,1,1,5,Monday
CASE-0361,2025-05-19,Quality Control,5,Quality,MFG_Q03,Standard,5,3315.05,42.4,30.0,72.4,2025-05-19 19:34,2025-05-19 20:04,1,0,5,Monday
CASE-0361,2025-05-19,Finishing & Packaging,6,Finishing,MFG_F02,Standard,5,3315.05,25.0,61.2,86.2,2025-05-19 20:29,2025-05-19 21:31,0,0,5,Monday
CASE-0361,2025-05-19,Final Inspection,7,Quality,MFG_Q03,Standard,5,3315.05,8.6,25.7,34.3,2025-05-19 21:39,2025-05-19 22:05,0,0,5,Monday
CASE-0361,2025-05-19,Warehouse Storage,8,Warehouse,MFG_W01,Standard,5,3315.05,11.1,13.3,24.4,2025-05-19 22:16,2025-05-19 22:29,0,0,5,Monday
CASE-0362,2025-04-27,Material Receiving,1,Receiving,MFG_R02,Standard,3,4288.9,0.0,41.9,41.9,2025-04-27 15:24,2025-04-27 16:05,0,0,4,Sunday
CASE-0362,2025-04-27,Material Inspection,2,Quality,MFG_Q03,Standard,3,4288.9,23.9,17.6,41.5,2025-04-27 16:29,2025-04-27 16:47,0,0,4,Sunday
CASE-0362,2025-04-27,Pre-Processing,3,Production,MFG_P03,Standard,3,4288.9,18.6,62.0,80.6,2025-04-27 17:06,2025-04-27 18:08,0,0,4,Sunday
CASE-0362,2025-04-27,Assembly,4,Production,MFG_P03,Standard,3,4288.9,83.5,124.1,207.6,2025-04-27 19:31,2025-04-27 21:35,0,0,4,Sunday
CASE-0362,2025-04-27,Quality Control,5,Quality,MFG_Q02,Standard,3,4288.9,39.0,35.8,74.8,2025-04-27 22:14,2025-04-27 22:50,0,0,4,Sunday
CASE-0362,2025-04-27,Finishing & Packaging,6,Finishing,MFG_F02,Standard,3,4288.9,15.6,69.9,85.5,2025-04-27 23:06,2025-04-28 00:15,0,1,4,Sunday
CASE-0362,2025-04-27,Final Inspection,7,Quality,MFG_Q02,Standard,3,4288.9,12.2,36.5,48.7,2025-04-28 00:28,2025-04-28 01:04,1,1,4,Sunday
CASE-0362,2025-04-27,Warehouse Storage,8,Warehouse,MFG_W02,Standard,3,4288.9,19.9,31.2,51.1,2025-04-28 01:24,2025-04-28 01:55,0,0,4,Sunday
CASE-0363,2025-03-27,Material Receiving,1,Receiving,MFG_R03,Rush,3,1247.06,0.0,21.9,21.9,2025-03-27 09:36,2025-03-27 09:57,0,0,3,Thursday
CASE-0363,2025-03-27,Material Inspection,2,Quality,MFG_Q03,Rush,3,1247.06,17.5,9.6,27.1,2025-03-27 10:15,2025-03-27 10:25,0,0,3,Thursday
CASE-0363,2025-03-27,Pre-Processing,3,Production,MFG_P04,Rush,3,1247.06,16.0,48.6,64.6,2025-03-27 10:41,2025-03-27 11:29,0,0,3,Thursday
CASE-0363,2025-03-27,Assembly,4,Production,MFG_P03,Rush,3,1247.06,0.0,140.2,140.2,2025-03-27 11:29,2025-03-27 13:49,0,0,3,Thursday
CASE-0363,2025-03-27,Quality Control,5,Quality,MFG_Q01,Rush,3,1247.06,12.2,5.0,17.2,2025-03-27 14:02,2025-03-27 14:07,0,0,3,Thursday
CASE-0363,2025-03-27,Finishing & Packaging,6,Finishing,MFG_F01,Rush,3,1247.06,13.0,30.2,43.2,2025-03-27 14:20,2025-03-27 14:50,0,0,3,Thursday
CASE-0363,2025-03-27,Final Inspection,7,Quality,MFG_Q03,Rush,3,1247.06,7.4,17.7,25.1,2025-03-27 14:57,2025-03-27 15:15,0,0,3,Thursday
CASE-0363,2025-03-27,Warehouse Storage,8,Warehouse,MFG_W01,Rush,3,1247.06,11.5,19.4,30.9,2025-03-27 15:26,2025-03-27 15:46,0,0,3,Thursday
CASE-0364,2025-03-24,Material Receiving,1,Receiving,MFG_R01,Standard,6,2215.23,0.0,62.8,62.8,2025-03-24 10:05,2025-03-24 11:07,0,0,3,Monday
CASE-0364,2025-03-24,Material Inspection,2,Quality,MFG_Q01,Standard,6,2215.23,26.5,24.8,51.3,2025-03-24 11:34,2025-03-24 11:59,0,0,3,Monday
CASE-0364,2025-03-24,Pre-Processing,3,Production,MFG_P06,Standard,6,2215.23,45.8,118.1,163.9,2025-03-24 12:44,2025-03-24 14:43,0,1,3,Monday
CASE-0364,2025-03-24,Assembly,4,Production,MFG_P06,Standard,6,2215.23,41.2,77.4,118.6,2025-03-24 15:24,2025-03-24 16:41,0,0,3,Monday
CASE-0364,2025-03-24,Quality Control,5,Quality,MFG_Q03,Standard,6,2215.23,9.5,55.4,64.9,2025-03-24 16:51,2025-03-24 17:46,0,0,3,Monday
CASE-0364,2025-03-24,Finishing & Packaging,6,Finishing,MFG_F03,Standard,6,2215.23,33.4,54.7,88.1,2025-03-24 18:19,2025-03-24 19:14,0,0,3,Monday
CASE-0364,2025-03-24,Final Inspection,7,Quality,MFG_Q02,Standard,6,2215.23,4.1,17.6,21.7,2025-03-24 19:18,2025-03-24 19:36,0,0,3,Monday
CASE-0364,2025-03-24,Warehouse Storage,8,Warehouse,MFG_W02,Standard,6,2215.23,4.9,17.4,22.3,2025-03-24 19:41,2025-03-24 19:58,0,0,3,Monday
CASE-0365,2025-01-22,Material Receiving,1,Receiving,MFG_R03,Standard,4,4924.75,0.0,29.7,29.7,2025-01-22 09:40,2025-01-22 10:09,0,0,1,Wednesday
CASE-0365,2025-01-22,Material Inspection,2,Quality,MFG_Q02,Standard,4,4924.75,14.8,25.5,40.3,2025-01-22 10:24,2025-01-22 10:50,0,0,1,Wednesday
CASE-0365,2025-01-22,Pre-Processing,3,Production,MFG_P04,Standard,4,4924.75,7.6,70.7,78.3,2025-01-22 10:57,2025-01-22 12:08,0,0,1,Wednesday
CASE-0365,2025-01-22,Assembly,4,Production,MFG_P02,Standard,4,4924.75,36.4,112.5,148.9,2025-01-22 12:44,2025-01-22 14:37,0,0,1,Wednesday
CASE-0365,2025-01-22,Quality Control,5,Quality,MFG_Q01,Standard,4,4924.75,10.5,38.1,48.6,2025-01-22 14:47,2025-01-22 15:25,0,0,1,Wednesday
CASE-0365,2025-01-22,Finishing & Packaging,6,Finishing,MFG_F03,Standard,4,4924.75,11.4,38.6,50.0,2025-01-22 15:37,2025-01-22 16:15,0,0,1,Wednesday
CASE-0365,2025-01-22,Final Inspection,7,Quality,MFG_Q02,Standard,4,4924.75,4.3,10.1,14.4,2025-01-22 16:20,2025-01-22 16:30,1,0,1,Wednesday
CASE-0365,2025-01-22,Warehouse Storage,8,Warehouse,MFG_W02,Standard,4,4924.75,12.4,16.6,29.0,2025-01-22 16:42,2025-01-22 16:59,0,0,1,Wednesday
CASE-0366,2025-02-11,Material Receiving,1,Receiving,MFG_R01,Standard,1,934.45,0.0,24.5,24.5,2025-02-11 09:19,2025-02-11 09:43,0,0,2,Tuesday
CASE-0366,2025-02-11,Material Inspection,2,Quality,MFG_Q02,Standard,1,934.45,20.6,15.6,36.2,2025-02-11 10:04,2025-02-11 10:19,0,0,2,Tuesday
CASE-0366,2025-02-11,Pre-Processing,3,Production,MFG_P05,Standard,1,934.45,18.8,46.6,65.4,2025-02-11 10:38,2025-02-11 11:25,0,0,2,Tuesday
CASE-0366,2025-02-11,Assembly,4,Production,MFG_P03,Standard,1,934.45,0.0,48.6,48.6,2025-02-11 11:25,2025-02-11 12:13,1,0,2,Tuesday
CASE-0366,2025-02-11,Quality Control,5,Quality,MFG_Q01,Standard,1,934.45,24.0,18.4,42.4,2025-02-11 12:37,2025-02-11 12:56,0,0,2,Tuesday
CASE-0366,2025-02-11,Finishing & Packaging,6,Finishing,MFG_F01,Standard,1,934.45,23.5,47.7,71.2,2025-02-11 13:19,2025-02-11 14:07,0,0,2,Tuesday
CASE-0366,2025-02-11,Final Inspection,7,Quality,MFG_Q01,Standard,1,934.45,13.6,24.5,38.1,2025-02-11 14:20,2025-02-11 14:45,0,0,2,Tuesday
CASE-0366,2025-02-11,Warehouse Storage,8,Warehouse,MFG_W01,Standard,1,934.45,9.6,25.8,35.4,2025-02-11 14:55,2025-02-11 15:20,0,0,2,Tuesday
CASE-0367,2025-06-27,Material Receiving,1,Receiving,MFG_R03,Standard,4,1036.23,0.0,36.8,36.8,2025-06-27 09:17,2025-06-27 09:53,0,0,6,Friday
CASE-0367,2025-06-27,Material Inspection,2,Quality,MFG_Q02,Standard,4,1036.23,20.2,21.5,41.7,2025-06-27 10:14,2025-06-27 10:35,0,0,6,Friday
CASE-0367,2025-06-27,Pre-Processing,3,Production,MFG_P02,Standard,4,1036.23,14.8,44.4,59.2,2025-06-27 10:50,2025-06-27 11:34,0,0,6,Friday
CASE-0367,2025-06-27,Assembly,4,Production,MFG_P06,Standard,4,1036.23,40.2,30.6,70.8,2025-06-27 12:14,2025-06-27 12:45,0,0,6,Friday
CASE-0367,2025-06-27,Quality Control,5,Quality,MFG_Q03,Standard,4,1036.23,28.5,49.5,78.0,2025-06-27 13:14,2025-06-27 14:03,0,0,6,Friday
CASE-0367,2025-06-27,Finishing & Packaging,6,Finishing,MFG_F01,Standard,4,1036.23,17.3,31.9,49.2,2025-06-27 14:20,2025-06-27 14:52,0,0,6,Friday
CASE-0367,2025-06-27,Final Inspection,7,Quality,MFG_Q02,Standard,4,1036.23,8.2,18.7,26.9,2025-06-27 15:00,2025-06-27 15:19,0,0,6,Friday
CASE-0367,2025-06-27,Warehouse Storage,8,Warehouse,MFG_W02,Standard,4,1036.23,7.7,27.1,34.8,2025-06-27 15:27,2025-06-27 15:54,0,0,6,Friday
CASE-0368,2025-03-23,Material Receiving,1,Receiving,MFG_R03,Express,4,2175.1,0.0,48.6,48.6,2025-03-23 16:06,2025-03-23 16:54,0,0,3,Sunday
CASE-0368,2025-03-23,Material Inspection,2,Quality,MFG_Q01,Express,4,2175.1,31.3,23.0,54.3,2025-03-23 17:25,2025-03-23 17:48,0,0,3,Sunday
CASE-0368,2025-03-23,Pre-Processing,3,Production,MFG_P04,Express,4,2175.1,33.3,36.6,69.9,2025-03-23 18:22,2025-03-23 18:58,0,0,3,Sunday
CASE-0368,2025-03-23,Assembly,4,Production,MFG_P06,Express,4,2175.1,57.9,136.3,194.2,2025-03-23 19:56,2025-03-23 22:13,0,0,3,Sunday
CASE-0368,2025-03-23,Quality Control,5,Quality,MFG_Q02,Express,4,2175.1,31.2,29.0,60.2,2025-03-23 22:44,2025-03-23 23:13,0,0,3,Sunday
CASE-0368,2025-03-23,Finishing & Packaging,6,Finishing,MFG_F02,Express,4,2175.1,0.0,33.1,33.1,2025-03-23 23:13,2025-03-23 23:46,1,0,3,Sunday
CASE-0368,2025-03-23,Final Inspection,7,Quality,MFG_Q01,Express,4,2175.1,7.3,12.6,19.9,2025-03-23 23:53,2025-03-24 00:06,0,0,3,Sunday
CASE-0368,2025-03-23,Warehouse Storage,8,Warehouse,MFG_W02,Express,4,2175.1,11.0,19.9,30.9,2025-03-24 00:17,2025-03-24 00:37,0,0,3,Sunday
CASE-0369,2025-02-07,Material Receiving,1,Receiving,MFG_R03,Standard,4,3457.05,0.0,27.6,27.6,2025-02-07 12:07,2025-02-07 12:34,0,0,2,Friday
CASE-0369,2025-02-07,Material Inspection,2,Quality,MFG_Q03,Standard,4,3457.05,13.9,13.8,27.7,2025-02-07 12:48,2025-02-07 13:02,0,0,2,Friday
CASE-0369,2025-02-07,Pre-Processing,3,Production,MFG_P02,Standard,4,3457.05,39.8,51.5,91.3,2025-02-07 13:42,2025-02-07 14:33,0,0,2,Friday
CASE-0369,2025-02-07,Assembly,4,Production,MFG_P03,Standard,4,3457.05,58.0,115.6,173.6,2025-02-07 15:31,2025-02-07 17:27,0,0,2,Friday
CASE-0369,2025-02-07,Quality Control,5,Quality,MFG_Q03,Standard,4,3457.05,19.5,27.1,46.6,2025-02-07 17:46,2025-02-07 18:13,0,0,2,Friday
CASE-0369,2025-02-07,Finishing & Packaging,6,Finishing,MFG_F02,Standard,4,3457.05,9.2,33.8,43.0,2025-02-07 18:23,2025-02-07 18:56,0,0,2,Friday
CASE-0369,2025-02-07,Final Inspection,7,Quality,MFG_Q02,Standard,4,3457.05,5.0,11.2,16.2,2025-02-07 19:01,2025-02-07 19:13,0,0,2,Friday
CASE-0369,2025-02-07,Warehouse Storage,8,Warehouse,MFG_W02,Standard,4,3457.05,20.4,24.6,45.0,2025-02-07 19:33,2025-02-07 19:58,0,0,2,Friday
CASE-0370,2025-05-08,Material Receiving,1,Receiving,MFG_R02,Standard,4,664.26,0.0,42.5,42.5,2025-05-08 07:17,2025-05-08 07:59,0,0,5,Thursday
CASE-0370,2025-05-08,Material Inspection,2,Quality,MFG_Q01,Standard,4,664.26,15.9,46.7,62.6,2025-05-08 08:15,2025-05-08 09:02,0,1,5,Thursday
CASE-0370,2025-05-08,Pre-Processing,3,Production,MFG_P01,Standard,4,664.26,30.7,76.1,106.8,2025-05-08 09:32,2025-05-08 10:48,0,0,5,Thursday
CASE-0370,2025-05-08,Assembly,4,Production,MFG_P04,Standard,4,664.26,69.1,143.3,212.4,2025-05-08 11:58,2025-05-08 14:21,0,0,5,Thursday
CASE-0370,2025-05-08,Quality Control,5,Quality,MFG_Q03,Standard,4,664.26,9.5,31.7,41.2,2025-05-08 14:30,2025-05-08 15:02,1,0,5,Thursday
CASE-0370,2025-05-08,Finishing & Packaging,6,Finishing,MFG_F01,Standard,4,664.26,43.0,59.7,102.7,2025-05-08 15:45,2025-05-08 16:45,1,0,5,Thursday
CASE-0370,2025-05-08,Final Inspection,7,Quality,MFG_Q02,Standard,4,664.26,24.8,28.8,53.6,2025-05-08 17:10,2025-05-08 17:38,0,0,5,Thursday
CASE-0370,2025-05-08,Warehouse Storage,8,Warehouse,MFG_W02,Standard,4,664.26,14.2,31.5,45.7,2025-05-08 17:53,2025-05-08 18:24,0,0,5,Thursday
CASE-0371,2025-04-13,Material Receiving,1,Receiving,MFG_R02,Express,3,2494.4,0.0,46.1,46.1,2025-04-13 08:35,2025-04-13 09:21,0,0,4,Sunday
CASE-0371,2025-04-13,Material Inspection,2,Quality,MFG_Q01,Express,3,2494.4,10.8,26.0,36.8,2025-04-13 09:31,2025-04-13 09:57,0,0,4,Sunday
CASE-0371,2025-04-13,Pre-Processing,3,Production,MFG_P01,Express,3,2494.4,29.3,37.4,66.7,2025-04-13 10:27,2025-04-13 11:04,0,0,4,Sunday
CASE-0371,2025-04-13,Assembly,4,Production,MFG_P01,Express,3,2494.4,27.4,107.3,134.7,2025-04-13 11:32,2025-04-13 13:19,1,1,4,Sunday
CASE-0371,2025-04-13,Quality Control,5,Quality,MFG_Q03,Express,3,2494.4,10.9,15.5,26.4,2025-04-13 13:30,2025-04-13 13:45,1,0,4,Sunday
CASE-0371,2025-04-13,Finishing & Packaging,6,Finishing,MFG_F01,Express,3,2494.4,8.4,56.7,65.1,2025-04-13 13:54,2025-04-13 14:50,0,0,4,Sunday
CASE-0371,2025-04-13,Final Inspection,7,Quality,MFG_Q02,Express,3,2494.4,5.8,17.6,23.4,2025-04-13 14:56,2025-04-13 15:14,0,0,4,Sunday
CASE-0371,2025-04-13,Warehouse Storage,8,Warehouse,MFG_W01,Express,3,2494.4,7.9,32.1,40.0,2025-04-13 15:22,2025-04-13 15:54,0,0,4,Sunday
CASE-0372,2025-06-26,Material Receiving,1,Receiving,MFG_R02,Express,6,263.23,0.0,14.4,14.4,2025-06-26 07:16,2025-06-26 07:30,0,0,6,Thursday
CASE-0372,2025-06-26,Material Inspection,2,Quality,MFG_Q02,Express,6,263.23,15.6,24.5,40.1,2025-06-26 07:46,2025-06-26 08:10,0,0,6,Thursday
CASE-0372,2025-06-26,Pre-Processing,3,Production,MFG_P02,Express,6,263.23,11.0,61.1,72.1,2025-06-26 08:21,2025-06-26 09:22,0,0,6,Thursday
CASE-0372,2025-06-26,Assembly,4,Production,MFG_P03,Express,6,263.23,9.5,121.4,130.9,2025-06-26 09:32,2025-06-26 11:33,0,0,6,Thursday
CASE-0372,2025-06-26,Quality Control,5,Quality,MFG_Q02,Express,6,263.23,21.1,9.0,30.1,2025-06-26 11:54,2025-06-26 12:03,0,0,6,Thursday
CASE-0372,2025-06-26,Finishing & Packaging,6,Finishing,MFG_F03,Express,6,263.23,26.7,24.4,51.1,2025-06-26 12:30,2025-06-26 12:54,0,0,6,Thursday
CASE-0372,2025-06-26,Final Inspection,7,Quality,MFG_Q03,Express,6,263.23,13.2,13.5,26.7,2025-06-26 13:07,2025-06-26 13:21,0,0,6,Thursday
CASE-0372,2025-06-26,Warehouse Storage,8,Warehouse,MFG_W02,Express,6,263.23,9.1,24.2,33.3,2025-06-26 13:30,2025-06-26 13:54,0,0,6,Thursday
CASE-0373,2025-02-27,Material Receiving,1,Receiving,MFG_R01,Express,4,3571.34,0.0,30.0,30.0,2025-02-27 08:16,2025-02-27 08:46,0,0,2,Thursday
CASE-0373,2025-02-27,Material Inspection,2,Quality,MFG_Q01,Express,4,3571.34,15.5,24.6,40.1,2025-02-27 09:01,2025-02-27 09:26,0,0,2,Thursday
CASE-0373,2025-02-27,Pre-Processing,3,Production,MFG_P04,Express,4,3571.34,28.8,41.5,70.3,2025-02-27 09:54,2025-02-27 10:36,0,0,2,Thursday
CASE-0373,2025-02-27,Assembly,4,Production,MFG_P02,Express,4,3571.34,1.8,105.4,107.2,2025-02-27 10:38,2025-02-27 12:23,1,1,2,Thursday
CASE-0373,2025-02-27,Quality Control,5,Quality,MFG_Q02,Express,4,3571.34,16.5,5.0,21.5,2025-02-27 12:40,2025-02-27 12:45,0,0,2,Thursday
CASE-0373,2025-02-27,Finishing & Packaging,6,Finishing,MFG_F03,Express,4,3571.34,23.1,33.1,56.2,2025-02-27 13:08,2025-02-27 13:41,0,0,2,Thursday
CASE-0373,2025-02-27,Final Inspection,7,Quality,MFG_Q02,Express,4,3571.34,9.9,20.3,30.2,2025-02-27 13:51,2025-02-27 14:11,0,0,2,Thursday
CASE-0373,2025-02-27,Warehouse Storage,8,Warehouse,MFG_W02,Express,4,3571.34,4.8,22.5,27.3,2025-02-27 14:16,2025-02-27 14:38,0,0,2,Thursday
CASE-0374,2025-06-17,Material Receiving,1,Receiving,MFG_R02,Standard,2,4574.92,0.0,18.0,18.0,2025-06-17 09:54,2025-06-17 10:12,0,0,6,Tuesday
CASE-0374,2025-06-17,Material Inspection,2,Quality,MFG_Q02,Standard,2,4574.92,21.4,17.2,38.6,2025-06-17 10:33,2025-06-17 10:50,0,0,6,Tuesday
CASE-0374,2025-06-17,Pre-Processing,3,Production,MFG_P02,Standard,2,4574.92,24.7,17.2,41.9,2025-06-17 11:15,2025-06-17 11:32,0,0,6,Tuesday
CASE-0374,2025-06-17,Assembly,4,Production,MFG_P05,Standard,2,4574.92,44.1,18.6,62.7,2025-06-17 12:16,2025-06-17 12:35,0,0,6,Tuesday
CASE-0374,2025-06-17,Quality Control,5,Quality,MFG_Q01,Standard,2,4574.92,14.7,6.8,21.5,2025-06-17 12:49,2025-06-17 12:56,0,0,6,Tuesday
CASE-0374,2025-06-17,Finishing & Packaging,6,Finishing,MFG_F02,Standard,2,4574.92,18.6,34.2,52.8,2025-06-17 13:15,2025-06-17 13:49,0,0,6,Tuesday
CASE-0374,2025-06-17,Final Inspection,7,Quality,MFG_Q03,Standard,2,4574.92,5.1,32.3,37.4,2025-06-17 13:54,2025-06-17 14:26,0,1,6,Tuesday
CASE-0374,2025-06-17,Warehouse Storage,8,Warehouse,MFG_W01,Standard,2,4574.92,4.5,5.0,9.5,2025-06-17 14:31,2025-06-17 14:36,0,0,6,Tuesday
CASE-0375,2025-05-21,Material Receiving,1,Receiving,MFG_R01,Standard,1,795.57,0.0,22.5,22.5,2025-05-21 08:22,2025-05-21 08:44,0,0,5,Wednesday
CASE-0375,2025-05-21,Material Inspection,2,Quality,MFG_Q01,Standard,1,795.57,12.6,22.6,35.2,2025-05-21 08:57,2025-05-21 09:19,0,0,5,Wednesday
CASE-0375,2025-05-21,Pre-Processing,3,Production,MFG_P04,Standard,1,795.57,11.8,52.8,64.6,2025-05-21 09:31,2025-05-21 10:24,0,0,5,Wednesday
CASE-0375,2025-05-21,Assembly,4,Production,MFG_P02,Standard,1,795.57,17.4,125.4,142.8,2025-05-21 10:41,2025-05-21 12:47,0,0,5,Wednesday
CASE-0375,2025-05-21,Quality Control,5,Quality,MFG_Q02,Standard,1,795.57,11.3,33.8,45.1,2025-05-21 12:58,2025-05-21 13:32,0,0,5,Wednesday
CASE-0375,2025-05-21,Finishing & Packaging,6,Finishing,MFG_F01,Standard,1,795.57,28.8,56.3,85.1,2025-05-21 14:01,2025-05-21 14:57,0,0,5,Wednesday
CASE-0375,2025-05-21,Final Inspection,7,Quality,MFG_Q01,Standard,1,795.57,12.6,15.1,27.7,2025-05-21 15:09,2025-05-21 15:25,0,0,5,Wednesday
CASE-0375,2025-05-21,Warehouse Storage,8,Warehouse,MFG_W02,Standard,1,795.57,13.8,21.2,35.0,2025-05-21 15:38,2025-05-21 16:00,0,0,5,Wednesday
CASE-0376,2025-03-03,Material Receiving,1,Receiving,MFG_R02,Standard,6,1171.0,0.0,41.2,41.2,2025-03-03 08:34,2025-03-03 09:15,0,0,3,Monday
CASE-0376,2025-03-03,Material Inspection,2,Quality,MFG_Q03,Standard,6,1171.0,29.4,28.6,58.0,2025-03-03 09:44,2025-03-03 10:13,0,0,3,Monday
CASE-0376,2025-03-03,Pre-Processing,3,Production,MFG_P02,Standard,6,1171.0,21.4,76.2,97.6,2025-03-03 10:34,2025-03-03 11:50,0,0,3,Monday
CASE-0376,2025-03-03,Assembly,4,Production,MFG_P05,Standard,6,1171.0,24.2,168.7,192.9,2025-03-03 12:15,2025-03-03 15:03,0,0,3,Monday
CASE-0376,2025-03-03,Quality Control,5,Quality,MFG_Q01,Standard,6,1171.0,13.3,41.7,55.0,2025-03-03 15:17,2025-03-03 15:58,0,1,3,Monday
CASE-0376,2025-03-03,Finishing & Packaging,6,Finishing,MFG_F02,Standard,6,1171.0,12.2,62.8,75.0,2025-03-03 16:10,2025-03-03 17:13,0,0,3,Monday
